0,0,27,0,1,85
0,0,28,0,1,85
0,0,40,0,1,85
0,0,29,0,2,25
0,0,34,0,2,22
0,0,39,0,2,20
0,1,26,0,1,85
0,1,40,0,1,85
0,2,40,0,1,85
0,2,31,0,2,8
0,2,39,0,2,20
0,3,40,0,1,85
0,3,30,0,2,14
0,3,31,0,2,8
0,3,32,0,2,5
0,4,40,0,1,85
0,4,31,0,2,8
0,4,32,0,2,5
0,4,39,0,2,20
0,5,27,0,1,85
0,5,40,0,1,85
0,6,40,0,1,85
0,6,30,0,2,14
0,6,37,0,2,2
0,6,39,0,2,20
0,7,40,0,1,85
0,7,31,0,2,8
0,7,35,0,2,2
0,7,36,0,2,2
0,7,37,0,2,2
0,7,38,0,2,2
0,8,40,0,1,85
0,8,32,0,2,5
0,8,39,0,2,20
0,9,40,0,1,85
0,9,29,0,2,25
0,9,37,0,2,2
0,9,38,0,2,2
0,9,39,0,2,20
0,10,27,0,1,85
0,10,40,0,1,85
0,11,26,0,1,85
0,11,40,0,1,85
0,12,40,0,1,85
0,12,32,0,2,5
0,13,40,0,1,85
0,13,39,0,2,20
0,14,40,0,1,85
0,14,39,0,2,20
0,15,40,0,1,85
0,15,32,0,2,5
0,15,34,0,2,22
0,15,39,0,2,20
0,16,40,0,1,85
0,16,39,0,2,20
0,17,40,0,1,85
0,17,31,0,2,8
0,17,39,0,2,20
0,18,40,0,1,85
0,18,37,0,2,2
0,18,39,0,2,20
0,19,27,0,1,85
0,19,40,0,1,85
0,19,38,0,2,2
0,19,39,0,2,20
0,20,27,0,1,85
0,20,40,0,1,85
0,20,32,0,2,5
0,21,28,0,1,85
0,21,40,0,1,85
0,21,34,0,2,22
0,21,38,0,2,2
0,22,40,0,1,85
0,22,29,0,2,25
0,22,39,0,2,20
0,23,27,0,1,85
0,23,40,0,1,85
0,23,39,0,2,20
0,24,40,0,1,85
0,24,31,0,2,8
0,24,32,0,2,5
0,24,33,0,2,9
0,24,34,0,2,22
0,24,39,0,2,20
0,25,40,0,1,85
0,25,39,0,2,20
0,26,1,1,0,84
0,26,11,1,0,84
0,26,27,1,1,86
0,26,28,1,1,86
0,26,40,1,1,86
0,27,0,1,0,84
0,27,5,1,0,84
0,27,10,1,0,84
0,27,19,1,0,84
0,27,20,1,0,84
0,27,23,1,0,84
0,27,26,1,1,86
0,27,28,1,1,86
0,27,40,1,1,86
0,28,0,1,0,84
0,28,21,1,0,84
0,28,26,1,1,86
0,28,27,1,1,86
0,28,40,1,1,86
0,29,0,2,0,67
0,29,41,2,0,67
0,29,9,2,0,67
0,29,22,2,0,67
0,30,41,2,0,56
0,30,3,2,0,56
0,30,6,2,0,56
0,31,2,2,0,50
0,31,41,2,0,50
0,31,3,2,0,50
0,31,4,2,0,50
0,31,7,2,0,50
0,31,17,2,0,50
0,31,24,2,0,50
0,32,41,2,0,47
0,32,3,2,0,47
0,32,4,2,0,47
0,32,8,2,0,47
0,32,12,2,0,47
0,32,15,2,0,47
0,32,20,2,0,47
0,32,24,2,0,47
0,33,41,2,0,51
0,33,24,2,0,51
0,34,0,2,0,64
0,34,41,2,0,64
0,34,15,2,0,64
0,34,21,2,0,64
0,34,24,2,0,64
0,35,41,2,0,44
0,35,7,2,0,44
0,36,41,2,0,44
0,36,7,2,0,44
0,37,41,2,0,44
0,37,6,2,0,44
0,37,7,2,0,44
0,37,9,2,0,44
0,37,18,2,0,44
0,38,41,2,0,44
0,38,7,2,0,44
0,38,9,2,0,44
0,38,19,2,0,44
0,38,21,2,0,44
0,39,0,2,0,62
0,39,2,2,0,62
0,39,41,2,0,62
0,39,4,2,0,62
0,39,6,2,0,62
0,39,8,2,0,62
0,39,9,2,0,62
0,39,13,2,0,62
0,39,14,2,0,62
0,39,15,2,0,62
0,39,16,2,0,62
0,39,17,2,0,62
0,39,18,2,0,62
0,39,19,2,0,62
0,39,22,2,0,62
0,39,23,2,0,62
0,39,24,2,0,62
0,39,25,2,0,62
0,40,0,1,0,84
0,40,1,1,0,84
0,40,2,1,0,84
0,40,3,1,0,84
0,40,4,1,0,84
0,40,5,1,0,84
0,40,6,1,0,84
0,40,7,1,0,84
