0,40,41
1,50,51
2,50,22
3,48,49
4,46,47
5,47,48
6,45,46
7,47,48
8,43,44
9,49,50
10,50,51
11,49,50
12,50,51
13,50,51
14,48,49
15,50,51
16,41,42
17,41,42
18,34,35
19,48,49
20,40,41
21,50,51
22,50,51
23,49,50
24,45,46
25,45,46
26,45,46
27,45,46
28,49,50
29,50,51
30,46,47
31,48,49
32,46,47
33,49,50
34,50,51
35,42,20
36,45,46
37,50,51
38,42,43
39,50,51
40,49,50
41,32,18
42,45,46
43,49,50
44,50,51
45,50,51
46,39,18
47,50,51
48,50,51
49,50,51
50,44,45
51,33,42
52,50,51
53,48,32
54,37,21
55,49,50
56,47,48
57,47,48
58,41,42
59,49,50
60,50,51
61,50,51
62,40,41
63,48,49
64,49,50
65,50,51
66,50,27
67,38,39
68,27,28
69,49,50
70,49,50
71,45,46
72,50,51
73,49,50
74,41,42
75,43,44
76,21,22
77,19,20
78,45,46
79,37,38
80,50,51
81,46,47
82,47,48
83,38,39
84,32,33
85,48,49
86,48,18
87,46,47
88,45,46
89,50,51
90,48,49
91,50,51
92,49,50
93,50,51
94,46,47
95,49,50
96,45,46
97,50,51
98,48,49
99,41,42
100,43,44
101,37,38
102,49,50
103,48,49
104,47,48
105,36,37
106,42,43
107,48,49
108,46,47
109,42,43
110,48,49
111,50,51
112,45,46
113,50,51
114,50,51
115,49,50
116,46,47
117,50,51
118,49,27
119,49,50
120,50,51
121,26,27
122,49,50
123,48,49
124,46,47
125,44,45
126,50,51
127,48,49
128,45,46
129,36,37
130,45,46
131,48,49
132,36,37
133,48,49
134,50,51
135,49,50
136,45,46
137,43,44
138,46,47
139,48,49
140,33,34
141,45,46
142,50,51
143,50,51
144,49,50
145,50,51
146,46,47
147,48,49
148,50,51
149,45,16
150,44,45
151,50,51
152,46,47
153,44,45
154,48,49
155,41,42
156,50,51
157,47,48
158,37,40
159,49,50
160,47,48
161,49,50
162,50,51
163,39,40
164,49,50
165,46,47
166,47,48
167,48,49
168,50,12
169,45,46
170,50,51
171,47,48
172,50,51
173,49,50
174,50,51
175,50,51
176,50,51
177,49,50
178,49,50
179,49,50
180,47,48
181,49,50
182,48,49
183,50,51
184,49,50
185,50,51
186,50,51
187,49,50
188,43,44
189,49,50
190,50,51
191,46,47
192,48,49
193,50,51
194,48,49
195,50,51
196,50,51
197,21,22
198,48,49
199,50,51
200,45,46
201,35,16
202,46,47
203,42,43
204,48,49
205,50,35
206,43,44
207,43,44
208,50,51
209,49,50
210,44,45
211,35,36
212,49,50
213,50,51
214,48,49
215,50,51
216,37,38
217,45,46
218,43,44
219,49,50
220,40,41
221,49,50
222,26,27
223,33,34
224,44,45
225,31,32
226,38,39
227,50,51
228,38,39
229,47,48
230,41,42
231,50,51
232,48,49
233,49,50
234,47,48
235,49,50
236,50,51
237,42,43
238,49,50
239,29,30
240,49,50
241,49,50
242,50,51
243,48,49
244,49,50
245,50,51
246,34,42
247,49,50
248,46,47
249,48,49
250,45,46
251,50,51
252,50,28
253,50,51
254,50,51
255,48,49
256,50,51
257,42,43
258,50,51
259,22,23
260,50,51
261,44,45
262,50,30
263,28,29
264,50,51
265,50,51
266,46,47
267,49,50
268,41,42
269,49,50
270,49,50
271,50,51
272,50,51
273,49,50
274,45,46
275,41,42
276,50,51
277,48,49
278,47,48
279,50,51
280,40,41
281,46,47
282,36,37
283,46,47
284,35,36
285,36,25
286,47,48
287,47,48
288,50,11
289,49,50
290,49,50
291,47,48
292,50,22
293,48,49
294,11,37
295,39,40
296,40,41
297,45,46
298,49,50
299,50,51
300,19,20
301,49,50
302,46,47
303,43,25
304,47,48
305,50,51
306,50,51
307,49,50
308,47,48
309,50,51
310,45,46
311,46,7
312,47,48
313,50,26
314,46,47
315,46,47
316,49,50
317,44,45
318,46,47
319,48,49
320,47,48
321,50,51
322,50,51
323,37,38
324,49,50
325,49,50
326,50,51
327,49,50
328,49,50
329,34,47
330,45,46
331,47,48
332,43,44
333,41,42
334,49,50
335,50,5
336,40,41
337,49,50
338,49,50
339,50,51
340,50,51
341,32,39
342,36,37
343,50,51
344,42,43
345,50,51
346,35,36
347,26,48
348,50,51
349,48,49
350,26,13
351,37,38
352,50,20
353,50,51
354,33,50
355,50,51
356,50,51
357,48,49
358,36,37
359,49,50
360,50,51
361,46,47
362,48,49
363,50,51
364,41,8
365,50,51
366,47,48
367,48,49
368,50,51
369,45,46
370,50,51
371,46,47
372,49,50
373,50,51
374,44,45
375,49,50
376,43,44
377,50,51
378,50,51
379,48,49
380,50,51
381,50,51
382,50,51
383,48,49
384,35,19
385,50,51
386,49,50
387,49,50
388,49,50
389,46,47
390,48,49
391,45,46
392,48,49
393,45,29
394,50,51
395,50,51
396,49,50
397,46,47
398,40,41
399,50,51
400,45,46
401,47,48
402,38,50
403,49,50
404,44,45
405,36,37
406,46,47
407,47,48
408,47,21
409,50,51
410,45,46
411,49,50
412,45,46
413,50,51
414,46,47
415,49,50
416,50,51
417,46,47
418,50,51
419,49,50
