0,0,43,0,1,1
0,0,16,0,1,2
0,0,17,0,1,2
0,1,44,1,0,0
0,1,21,1,2,5
0,1,25,1,2,5
0,1,26,1,2,5
0,1,28,1,2,6
0,2,44,1,0,0
0,2,13,1,1,5
0,2,32,1,2,6
0,3,44,1,0,0
0,3,27,1,2,6
0,4,44,1,0,0
0,4,13,1,1,5
0,4,15,1,1,5
0,4,29,1,2,6
0,4,34,1,2,5
0,4,36,1,2,5
0,4,38,1,2,5
0,4,39,1,2,5
0,4,42,1,2,5
0,5,44,1,0,0
0,5,26,1,2,5
0,5,31,1,2,6
0,6,44,1,0,0
0,6,18,1,2,5
0,6,19,1,2,5
0,6,35,1,2,6
0,6,36,1,2,5
0,7,44,1,0,0
0,7,14,1,1,5
0,7,16,1,1,5
0,7,24,1,2,6
0,7,40,1,2,5
0,8,43,1,1,10
0,8,37,1,2,5
0,8,41,1,2,5
0,9,44,1,0,0
0,9,30,1,2,6
0,9,39,1,2,5
0,9,41,1,2,5
0,10,44,1,0,0
0,10,21,1,2,5
0,10,22,1,2,6
0,11,44,1,0,0
0,11,20,1,2,5
0,11,23,1,2,6
0,11,24,1,2,4
0,11,26,1,2,5
0,11,27,1,2,5
0,11,41,1,2,5
0,12,44,1,0,0
0,12,26,1,2,5
0,12,33,1,2,6
0,13,2,1,1,7
0,13,4,1,1,7
0,13,43,1,1,7
0,14,7,1,1,7
0,14,43,1,1,7
0,15,4,1,1,7
0,15,43,1,1,8
0,16,0,1,0,3
0,16,7,1,1,7
0,16,43,1,1,7
0,17,0,1,0,3
0,17,43,1,1,9
0,18,6,2,1,7
0,18,43,2,1,7
0,19,6,2,1,7
0,19,43,2,1,7
0,20,44,2,0,3
0,20,43,2,1,9
0,20,11,2,1,7
0,21,44,2,0,3
0,21,1,2,1,7
0,21,10,2,1,7
0,22,44,2,0,3
0,22,10,2,1,9
0,23,44,2,0,3
0,23,11,2,1,9
0,24,44,2,0,3
0,24,7,2,1,9
0,24,11,2,1,8
0,25,44,2,0,3
0,25,1,2,1,7
0,26,44,2,0,3
0,26,1,2,1,7
0,26,5,2,1,7
0,26,11,2,1,7
0,26,12,2,1,7
0,27,44,2,0,3
0,27,3,2,1,9
0,27,11,2,1,7
0,28,44,2,0,3
0,28,1,2,1,9
0,29,44,2,0,3
0,29,4,2,1,9
0,30,44,2,0,3
0,30,9,2,1,9
0,31,44,2,0,3
0,31,5,2,1,9
0,32,44,2,0,3
0,32,2,2,1,9
0,33,44,2,0,3
0,33,12,2,1,9
0,34,44,2,0,3
0,34,4,2,1,7
0,35,44,2,0,3
0,35,6,2,1,9
0,36,4,2,1,7
0,36,6,2,1,7
0,36,43,2,1,7
0,37,8,2,1,7
0,37,43,2,1,7
0,38,4,2,1,7
0,38,43,2,1,7
0,39,4,2,1,7
0,39,43,2,1,7
0,39,9,2,1,7
0,40,7,2,1,7
0,40,43,2,1,7
0,41,8,2,1,7
0,41,43,2,1,7
0,41,9,2,1,7
0,41,11,2,1,7
0,42,4,2,1,7
0,42,43,2,1,7
0,43,0,1,0,0
0,43,44,1,0,0
0,43,8,1,1,10
0,43,13,1,1,5
0,43,14,1,1,5
0,43,15,1,1,4
0,43,16,1,1,5
0,43,17,1,1,6
0,43,18,1,2,5
0,43,19,1,2,5
0,43,20,1,2,6
0,43,36,1,2,5
0,43,37,1,2,5
0,43,38,1,2,5
0,43,39,1,2,5
0,43,40,1,2,5
0,43,41,1,2,5
0,43,42,1,2,5
0,44,1,0,1,1
0,44,2,0,1,1
0,44,3,0,1,1
0,44,4,0,1,1
0,44,5,0,1,1
0,44,6,0,1,1
0,44,7,0,1,1
0,44,43,0,1,1
0,44,9,0,1,1
0,44,10,0,1,1
0,44,11,0,1,1
0,44,12,0,1,1
0,44,20,0,2,2
0,44,21,0,2,2
0,44,22,0,2,2
0,44,23,0,2,2
0,44,24,0,2,2
0,44,25,0,2,2
0,44,26,0,2,2
0,44,27,0,2,2
0,44,28,0,2,2
0,44,29,0,2,2
0,44,30,0,2,2
0,44,31,0,2,2
0,44,32,0,2,2
0,44,33,0,2,2
0,44,34,0,2,2
0,44,35,0,2,2
1,0,16,0,1,1
1,0,19,0,1,2
1,1,16,0,1,1
1,1,20,0,1,2
1,2,16,0,1,1
1,2,21,0,2,2
1,3,16,0,1,1
1,3,23,0,2,2
1,4,16,0,1,1
1,4,24,0,2,2
1,5,16,0,1,1
1,5,25,0,2,2
1,6,16,0,1,1
1,6,26,0,2,2
1,7,16,0,1,1
1,7,27,0,2,2
1,8,17,0,1,1
1,8,18,0,1,1
1,8,29,0,2,2
1,8,30,0,2,2
1,9,16,0,1,1
1,9,31,0,2,2
1,9,32,0,2,2
1,10,16,0,1,1
1,10,34,0,2,2
1,11,16,0,1,1
1,11,35,0,2,2
1,12,16,0,1,1
1,12,36,0,2,2
1,13,16,0,1,1
1,13,37,0,2,2
1,14,16,0,1,1
1,14,38,0,2,2
1,15,16,0,1,1
1,15,39,0,2,2
1,16,0,1,0,0
1,16,1,1,0,0
1,16,2,1,0,0
1,16,3,1,0,0
1,16,4,1,0,0
1,16,5,1,0,0
1,16,6,1,0,0
1,16,7,1,0,0
1,16,9,1,0,0
1,16,10,1,0,0
1,16,11,1,0,0
1,16,12,1,0,0
1,16,13,1,0,0
1,16,14,1,0,0
