0,43,44
1,16,8
2,36,37
3,4,5
4,23,24
5,43,44
6,24,25
7,2,2850
8,47,3335
9,45,1
10,29,2
11,49,50
12,43,44
13,21,10
14,15,47
15,50,51
16,14,15
17,37,38
18,44,45
19,13,4
20,47,0
21,13,8
22,47,5
23,36,37
24,4,2
25,36,37
26,7,8
27,48,49
28,26,27
29,10,40
30,39,3
31,48,49
32,40,41
33,42,43
34,43,4902
35,31,32
36,3,4
37,30,31
38,50,51
39,36,5
40,4,0
41,50,51
42,49,50
43,14,0
44,3,934
45,32,0
46,46,2
47,49,50
48,47,48
49,48,49
50,35,36
51,35,36
52,20,11
53,17,3
54,16,294
55,44,45
56,42,43
57,2,3
58,17,5
59,14,15
60,47,0
61,13,50
62,37,38
63,8,2
64,7,3
65,40,41
66,40,41
67,47,48
68,30,31
69,45,46
70,16527,0
71,2,9683
72,18,1
73,17,10
74,7,8
75,49,50
76,45,46
77,48,49
78,50,51
79,27862,0
80,26,27
81,20262,0
82,48,49
83,12,7595
84,22,50
85,45,46
86,13,0
87,9,1
88,9,6
89,13,0
90,36,37
91,47,48
92,43,44
93,16,4
94,35,2
95,20,5
96,21,0
97,36,37
98,17,0
99,49,50
100,47,48
101,37,38
102,23111,15
103,45,46
104,45,46
105,48,49
106,16,47
107,38,7
108,44,45
109,45,46
110,36,0
111,13,8
112,48,49
113,5,9729
114,13,4
115,10,0
116,27,28
117,46,47
118,5,1
119,42,43
120,33,34
121,43,44
122,5,6
123,20,21
124,16,4
125,30,0
126,20,46
127,48,49
128,15,50
129,45,46
130,49,50
131,3,9683
132,27,28
133,45,8
134,3,7991
135,24,25
136,43,44
137,32,33
138,50,51
139,8,0
140,47,48
141,35,0
142,49,50
143,50,51
144,48,10
145,36,37
146,5,0
147,25,26
148,46,47
149,9,1
150,50,51
151,37,7
152,42,43
153,45,46
154,24,25
155,41,42
156,27,28
157,49,50
158,48,49
159,7,1
160,33,34
161,41,42
162,3,11920
163,41,42
164,50,51
165,30,31
166,42,43
167,42,43
168,50,51
169,31,32
170,15,16
171,35,36
172,48,49
173,13,14
174,34,5
175,7,0
176,48,49
177,50,15
178,43,0
179,16473,0
180,23,0
181,35,2
182,27,5
183,44,45
184,45,4
185,45,46
186,19,20
187,14,0
188,44,5
189,3,10972
190,49,50
191,48,49
192,31,0
193,23,0
194,26,1
195,29,30
196,26,27
197,47,1
198,41,9
199,49,50
200,42,1
201,36,37
202,40,41
203,50,51
204,2,3932
205,29,1
206,47,48
207,17,10
208,11,1
209,3,4050
210,49,50
211,16527,0
212,42,43
213,33,2
214,10,0
215,50,51
216,31,32
217,21,0
218,19373,0
219,32,33
220,21,0
221,49,50
222,28,29
223,49,50
224,48,1
225,49,50
226,45,46
227,18,2
228,15,7472
229,2,3
230,15,11
231,41,2
232,49,50
233,17,49
234,25,0
235,4,0
236,33,34
237,11,49
238,48,49
239,15,47
240,39,40
241,46,47
242,41,42
243,8,7939
244,50,51
245,20,2
246,3,9119
247,2,3
248,37,0
249,31,32
250,48,49
251,2,1
252,41,6
253,37,38
254,37,38
255,50,51
256,46,47
257,37,38
258,31,0
259,15,0
260,33,1
261,49,50
262,49,50
263,48,49
264,2,10972
265,42,43
266,46,47
267,38,39
268,38,4
269,8,0
270,20,11021
271,33,34
272,38,39
273,20262,0
274,49,50
275,50,51
276,21,48
277,38,39
278,41,42
279,11,8102
280,15,7
281,14,10
282,20,4
283,46,47
284,16527,0
285,38,0
286,20,5
287,4,1101
288,11,46
289,44,45
290,42,43
291,15,11
292,50,51
293,45,46
294,47,48
295,23,2
296,41,42
297,44,45
298,49,50
299,13,49
300,42,43
301,33,34
302,12,46
303,48,1
304,22,50
305,35,36
306,34,35
307,22,48
308,41,42
309,17,18
310,23,2
311,34,35
312,49,50
313,41,42
314,13,8
315,46,47
316,26,0
317,17418,0
318,50,51
319,7,0
320,6,642
321,17,0
322,14,15
323,36,37
324,25,0
325,8,9
326,43,44
327,14,0
328,40,3
329,22,23
330,50,51
331,25,26
332,36,37
333,22,48
334,46,47
335,10,0
336,21,50
337,38,39
338,47,48
339,21,50
340,39,40
341,25,1
342,46,47
343,49,1
344,43,44
345,24,1
346,49,50
347,44,45
348,50,51
349,34,35
350,35,36
351,16,8
352,50,5570
353,26,27
354,41,42
355,46,47
356,49,50
357,4,5
358,41,42
359,19,3
360,50,51
361,41,42
362,18,0
363,4,0
364,18,5
365,48,0
366,16171,0
367,40,1
368,20,7
369,17,5
370,17,12
371,42,43
372,44,45
373,29,2
374,47,48
375,31,7
376,5,6
377,48,49
378,33,34
379,42,1
380,19,1
381,50,51
382,3,8102
383,30,31
384,45,46
385,18,0
386,44,45
387,9,10
388,32,4
389,45,46
390,42,8
391,49,50
392,21,49
393,49,50
394,41,42
395,49,50
396,20306,0
397,50,51
398,45,1
399,47,48
400,45,46
401,46,47
402,49,50
403,40,1
404,10,11
405,38,3
406,18,50
407,16596,0
408,17623,0
409,6,2
410,36,3
411,47,48
412,28,2
413,47,12
414,17,44
415,24,0
416,48,3335
417,17,18
418,48,49
419,11,50
420,6,47
421,19,1
422,4,2533
423,5,9729
424,45,46
425,42,43
426,37,38
427,33,34
428,44,45
429,31,1
430,21,11
431,45,4
432,22,23
433,16,49
434,46,47
435,35,7
436,45,46
437,29,30
438,31,32
439,44,45
440,49,50
441,24,25
442,11,1
443,48,49
444,44,45
445,9,6
446,16,0
447,10,11
448,23,0
449,17,48
450,43,2
451,45,2
452,6,0
453,50,51
454,50,0
455,43,44
456,40,7
457,50,51
458,6,46
