0,0,11,0,1,85
0,0,29,0,1,85
0,0,40,0,2,1
0,0,41,0,2,4
0,0,42,0,2,11
0,0,43,0,2,17
0,0,45,0,2,9
0,0,46,0,2,18
0,0,47,0,2,29
0,0,48,0,2,0
0,0,49,0,2,16
0,1,12,0,1,85
0,1,29,0,1,85
0,1,40,0,2,1
0,1,41,0,2,4
0,1,47,0,2,29
0,1,48,0,2,0
0,1,49,0,2,16
0,2,13,0,1,85
0,2,29,0,1,85
0,2,38,0,1,85
0,2,40,0,2,1
0,2,41,0,2,4
0,2,42,0,2,11
0,2,43,0,2,17
0,2,46,0,2,18
0,2,47,0,2,29
0,2,48,0,2,0
0,2,49,0,2,16
0,3,29,0,1,85
0,3,40,0,2,1
0,3,41,0,2,4
0,3,46,0,2,18
0,3,47,0,2,29
0,3,49,0,2,16
0,4,29,0,1,85
0,4,41,0,2,4
0,4,42,0,2,11
0,4,45,0,2,9
0,4,46,0,2,18
0,4,48,0,2,0
0,4,49,0,2,16
0,5,29,0,1,85
0,5,41,0,2,4
0,5,44,0,2,13
0,5,46,0,2,18
0,5,47,0,2,29
0,5,48,0,2,0
0,5,49,0,2,16
0,6,50,1,0,84
0,6,20,1,1,86
0,6,25,1,1,86
0,6,26,1,1,86
0,7,50,1,0,84
0,7,9,1,1,86
0,7,16,1,1,86
0,7,19,1,1,86
0,7,25,1,1,86
0,7,27,1,1,86
0,7,28,1,1,86
0,7,34,1,1,86
0,7,35,1,1,86
0,8,50,1,0,84
0,8,19,1,1,86
0,9,50,1,0,84
0,9,7,1,1,86
0,9,14,1,1,86
0,9,19,1,1,86
0,9,20,1,1,86
0,9,24,1,1,86
0,9,27,1,1,86
0,9,28,1,1,86
0,9,35,1,1,86
0,10,50,1,0,84
0,10,34,1,1,86
0,11,0,1,0,84
0,11,50,1,0,84
0,12,50,1,0,84
0,12,1,1,0,84
0,12,14,1,1,86
0,12,16,1,1,86
0,12,20,1,1,86
0,13,50,1,0,84
0,13,2,1,0,84
0,13,16,1,1,86
0,14,50,1,0,84
0,14,9,1,1,86
0,14,12,1,1,86
0,14,15,1,1,86
0,14,17,1,1,86
0,14,21,1,1,86
